fluoorescent2: Wavelength (nm),fluoorescent2: Intensity (rel),LED1: Intensity (rel),LED2: Intensity (rel),incandescent1: Intensity (rel),incandescent2: Intensity (rel),fluorescent1: Intensity (rel)
492.2,0.086956673,0.281967905,0.104142146,0.051280741,0.053371735,0.099291091
493.1,0.082741792,0.291202157,0.106927765,0.052469249,0.054694184,0.093884311
494,0.077285844,0.299297915,0.110364436,0.05379085,0.055937794,0.088072319
494.9,0.072815798,0.307763282,0.115032002,0.054947992,0.057120368,0.083167391
495.8,0.068539881,0.315341082,0.119181608,0.055873706,0.058212236,0.078285352
496.6,0.064035079,0.322229682,0.122907352,0.056802811,0.058898892,0.074429058
497.5,0.060055017,0.329706603,0.125264023,0.05749964,0.059845799,0.070151446
498.4,0.057389775,0.337072472,0.128626942,0.059040801,0.060423099,0.066813959
499.3,0.055151785,0.342181701,0.13073184,0.059724914,0.061286929,0.06330947
500.2,0.05213728,0.343580445,0.131861007,0.0601954,0.061563287,0.059419267
501.1,0.049721269,0.344183176,0.132073786,0.060136907,0.062044794,0.056041089
502,0.048383561,0.345123301,0.132662106,0.060358163,0.062369472,0.05296131
502.8,0.04752736,0.344166222,0.132724837,0.060096217,0.062494935,0.050927621
503.7,0.045279198,0.342218153,0.132121258,0.059796123,0.062156693,0.048687088
504.6,0.043540517,0.33991065,0.130912405,0.06025135,0.06135729,0.047164577
505.5,0.042094301,0.33742682,0.129261039,0.059828336,0.06029594,0.045723447
506.4,0.041581428,0.333295016,0.12694845,0.059483313,0.059518578,0.045032553
507.3,0.040681146,0.329642176,0.124690115,0.058418572,0.059507557,0.043991548
508.2,0.039916499,0.328176462,0.123438875,0.058129498,0.060015344,0.043216729
509,0.038979765,0.324511754,0.122258844,0.058121869,0.06013233,0.042712334
509.9,0.038494019,0.322021142,0.121905343,0.057548808,0.06010605,0.042176572
510.8,0.038042183,0.319399134,0.120665124,0.058064224,0.060083162,0.042285929
511.7,0.037807363,0.317534142,0.120066631,0.057692921,0.060024669,0.041451769
512.5,0.037659012,0.314268711,0.118308453,0.05760391,0.060265422,0.041293244
513.3,0.03787942,0.310444631,0.117075015,0.057396217,0.060308656,0.04084056
514.1,0.037862465,0.30925358,0.116435832,0.057332638,0.060610446,0.040622695
514.9,0.036693455,0.306178039,0.114337716,0.057713266,0.059825454,0.039403669
515.7,0.035731289,0.303322906,0.113114451,0.057352136,0.059472801,0.038216008
516.5,0.035220959,0.301471478,0.112137874,0.057896374,0.058883633,0.037531896
517.2,0.035273518,0.300086298,0.11294745,0.057892136,0.059201529,0.037668379
518,0.035087019,0.299465765,0.11319668,0.058450785,0.059165925,0.037855726
518.8,0.034793707,0.299378449,0.112874545,0.058578792,0.060145893,0.037670922
519.6,0.034688589,0.301067962,0.112433729,0.059133203,0.061098734,0.037534439
520.4,0.034578385,0.301617287,0.111998847,0.059933454,0.062107525,0.037045302
521.2,0.034545324,0.302045387,0.112100574,0.06042259,0.063212109,0.036886778
521.9,0.034291007,0.302988056,0.112237057,0.061215212,0.063869095,0.037060561
522.7,0.034034994,0.304212168,0.112355739,0.061567017,0.063922501,0.037113968
523.5,0.034061273,0.306790943,0.11264566,0.062062935,0.063958953,0.03712075
524.3,0.034051101,0.311035494,0.11376635,0.062845384,0.064445546,0.036309478
525.1,0.034196909,0.316109119,0.116098438,0.06439587,0.066846299,0.036634156
525.9,0.03459873,0.319138883,0.117511593,0.066034519,0.068612107,0.037190263
526.6,0.035538008,0.32121411,0.119492722,0.067395963,0.070516094,0.038442351
527.4,0.036434051,0.325787577,0.120843993,0.068851504,0.072309029,0.039488441
528.2,0.037086798,0.331068894,0.122760696,0.070309589,0.073700143,0.040327687
529,0.038381272,0.334874325,0.124038215,0.072166951,0.074983597,0.041675568
529.8,0.039768995,0.338856082,0.126437273,0.07373863,0.076374711,0.043628723
530.6,0.041961208,0.344148419,0.128747319,0.076148708,0.078872952,0.045926901
531.3,0.044439952,0.351582106,0.131383739,0.078245128,0.081335588,0.049558548
532.1,0.04836915,0.358137552,0.133848919,0.079465849,0.082555462,0.054482973
532.9,0.054729619,0.365107534,0.136837992,0.081579224,0.084005069,0.062870349
533.7,0.064169019,0.372261472,0.140417928,0.084041861,0.08682375,0.07381022
534.5,0.07783856,0.377725897,0.142983139,0.086568076,0.090196841,0.090500199
535.3,0.100219306,0.382481626,0.145183829,0.088269457,0.092023685,0.116391368
536,0.138379577,0.386213304,0.147716826,0.090032722,0.093544501,0.160329722
536.8,0.198552682,0.390938515,0.149601316,0.092000288,0.095169587,0.227544866
537.6,0.273602486,0.39255258,0.15065334,0.093039597,0.097774641,0.313989768
538.4,0.359230182,0.393911481,0.150295601,0.094062799,0.099842239,0.409524809
539.2,0.447883404,0.395507744,0.151306935,0.096139722,0.101551249,0.509100099
540,0.534342718,0.397386299,0.152926935,0.097707162,0.102702458,0.604593601
540.7,0.615456287,0.397215059,0.153614438,0.098320914,0.102476963,0.693262082
541.5,0.68991438,0.396172359,0.153891644,0.098899062,0.102516806,0.775927833
542.3,0.761225723,0.396403788,0.153795851,0.100539406,0.104120699,0.850573273
543.1,0.80915855,0.397067555,0.154307028,0.102348448,0.10505489,0.903196553
543.9,0.835410849,0.394081873,0.151752838,0.102119563,0.106337496,0.925528979
544.7,0.822946771,0.390406144,0.149699652,0.102260285,0.106203555,0.911019345
545.4,0.787484805,0.384876444,0.148086434,0.10182286,0.106498563,0.870618541
546.2,0.71248756,0.380854844,0.146763138,0.102040725,0.106664717,0.789504124
547,0.61227139,0.374335851,0.144340344,0.10014691,0.105809364,0.679163594
547.8,0.498204267,0.369218992,0.141186813,0.099277994,0.104993854,0.556359833
548.6,0.394327628,0.365613625,0.140651899,0.098492154,0.103463713,0.445083416
549.4,0.309976603,0.362082009,0.138266406,0.098463332,0.103172944,0.353730195
550.1,0.242271475,0.354516077,0.135704585,0.097447759,0.103030527,0.276851852
550.9,0.186544679,0.347229894,0.131657554,0.095794698,0.101319821,0.21557162
551.7,0.142762307,0.340316709,0.129194069,0.095130083,0.099163212,0.166646957
552.5,0.110194468,0.335701703,0.126600883,0.093817807,0.097652569,0.129358994
553.3,0.086427693,0.32813238,0.12401024,0.093112501,0.096242805,0.09999894
554.1,0.069583429,0.322264439,0.121451811,0.09160101,0.095269618,0.080781898
554.8,0.0577526,0.31730017,0.119224842,0.090711749,0.094340514,0.066518103
555.6,0.049645821,0.313909277,0.117753194,0.089821639,0.094507515,0.056865076
556.4,0.044262777,0.307609844,0.115131185,0.088706883,0.093602994,0.048722693
557.2,0.039952104,0.302849029,0.112849114,0.088012597,0.092673889,0.043802506
558,0.036946924,0.29856633,0.110239821,0.087788798,0.091782932,0.039952994
558.8,0.034943754,0.296675059,0.108483338,0.087396302,0.091587956,0.037670922
559.5,0.033766266,0.292208404,0.106493731,0.08669693,0.091277689,0.035824581
560.3,0.033002467,0.287266177,0.104968677,0.086243398,0.090473199,0.034407187
561.1,0.031915685,0.283150479,0.102978222,0.086123869,0.089744157,0.033190704
561.9,0.030569501,0.281299051,0.101941456,0.086210337,0.088724346,0.03230229
562.7,0.029405576,0.279918958,0.100853827,0.085640667,0.088827768,0.03147915
563.5,0.028724007,0.276349194,0.100593576,0.085452472,0.0883505,0.030266058
564.2,0.028251825,0.275422633,0.099491535,0.086539254,0.088838788,0.029158083
565,0.027541432,0.275333622,0.098692132,0.087129269,0.089259259,0.028827471
565.8,0.02682002,0.276625552,0.098757407,0.088017684,0.0898586,0.028637581
566.6,0.026861558,0.276217797,0.098084315,0.087882895,0.091028458,0.028472275
567.4,0.026881056,0.275064046,0.098204691,0.088729771,0.09092334,0.027989073
568.2,0.027443097,0.275175945,0.097630783,0.089502895,0.092681519,0.027909387
568.9,0.026995499,0.274998771,0.098178412,0.090555767,0.093510592,0.027878869
569.7,0.027146393,0.275556573,0.09721455,0.091480634,0.096291125,0.028123013
570.5,0.026519078,0.276130482,0.097466324,0.091738342,0.096834516,0.027839026
571.3,0.026959046,0.276271204,0.097512101,0.09239448,0.098194264,0.028054348
572.1,0.027794054,0.277689445,0.099376245,0.093737274,0.099654892,0.02820609
572.9,0.028452735,0.27950103,0.101037783,0.095796394,0.1013088,0.029030077
573.6,0.028780804,0.281648313,0.102238159,0.097977586,0.10279825,0.029814221
574.4,0.029913363,0.283689631,0.102561142,0.100516518,0.103845189,0.031956419
575.2,0.035293863,0.285278265,0.102815459,0.102565465,0.10613489,0.037835381
576,0.046219323,0.287189882,0.104538881,0.1045449,0.107353916,0.050274027
576.8,0.053787798,0.288634402,0.104756746,0.106174224,0.109110399,0.059176818
577.6,0.059914295,0.291626866,0.105671439,0.107584836,0.110590524,0.066499453
578.3,0.064006256,0.29566203,0.105065317,0.109605809,0.113086222,0.071161932
579.1,0.066703712,0.298451887,0.105591753,0.111588634,0.115348796,0.074447708
579.9,0.066157778,0.300723786,0.106614108,0.113635038,0.11852352,0.074371413
580.7,0.061803023,0.302292075,0.108089147,0.115751804,0.121901698,0.070541399
581.5,0.063886727,0.304141807,0.110074515,0.117409103,0.124438087,0.073602528
582.3,0.070343837,0.306056814,0.11077643,0.120340531,0.126031807,0.081410061
583,0.079354289,0.306511194,0.111636021,0.121607877,0.126465841,0.090952884
583.8,0.085798683,0.30806168,0.112368455,0.123404203,0.128215542,0.097643965
584.6,0.087135543,0.309489247,0.113281453,0.125547248,0.130586625,0.09924701
585.4,0.085361257,0.310225071,0.114267355,0.127996321,0.132974662,0.097960165
586.2,0.086219153,0.311401711,0.11418004,0.129223824,0.134520909,0.100232064
587,0.090259403,0.310281868,0.113907073,0.12997406,0.135524614,0.105984716
587.7,0.088168917,0.310541271,0.113377245,0.130798895,0.137667659,0.104550367
588.5,0.07878038,0.309338352,0.113985911,0.132618957,0.13932411,0.092115112
589.2,0.06552792,0.308603376,0.11366208,0.133430228,0.139458898,0.075509906
590,0.05876563,0.307434365,0.113612913,0.133409035,0.139457203,0.066304477
590.7,0.056655646,0.306084789,0.112326916,0.133603164,0.13966659,0.06481757
591.4,0.058604562,0.303885795,0.111942897,0.13496376,0.141568034,0.067665073
592.2,0.062899129,0.301591007,0.111298628,0.137613743,0.143862821,0.074207802
592.9,0.066534167,0.29779914,0.110416995,0.138299552,0.144622382,0.07775383
593.6,0.062908454,0.294318388,0.108940261,0.137519646,0.145000466,0.07320325
594.4,0.054933072,0.29172605,0.10758136,0.137627307,0.144074752,0.061794588
595.1,0.04638039,0.288584387,0.106872663,0.138135093,0.144329917,0.051897417
595.9,0.042418979,0.28544018,0.106323339,0.139013335,0.144379933,0.046845833
596.6,0.041165196,0.280858235,0.105048363,0.138096098,0.144903826,0.045284326
597.3,0.040587896,0.276025364,0.102676432,0.13818087,0.144391801,0.04463497
598.1,0.042686859,0.271464612,0.101278536,0.138042691,0.14448166,0.046212584
598.8,0.045157126,0.266256199,0.099711944,0.137669693,0.14390436,0.048864263
599.5,0.045803939,0.263485839,0.098828616,0.137289065,0.144461314,0.050586837
600.3,0.043596467,0.25757212,0.096563499,0.136475251,0.142953214,0.048721845
601,0.039184066,0.251355764,0.094459449,0.135366428,0.139898867,0.044762129
601.8,0.036934208,0.242636081,0.092107017,0.1340923,0.137043734,0.040624391
602.5,0.035383722,0.237032629,0.090360706,0.132798674,0.135485618,0.03875177
603.2,0.036008494,0.231630935,0.088331256,0.131516916,0.135486466,0.038451676
604,0.036407772,0.225705348,0.086277223,0.129289947,0.134299653,0.039616448
604.7,0.038632198,0.218045319,0.083834084,0.126665395,0.132153218,0.041863762
605.4,0.041077033,0.210531099,0.080541526,0.124573214,0.129888101,0.045113934
606.2,0.045614048,0.203911226,0.077792359,0.122426778,0.127550927,0.050217229
606.9,0.052895993,0.198202657,0.07537889,0.121326433,0.125091681,0.059526928
607.7,0.067956647,0.191709095,0.073549503,0.119278333,0.122580724,0.077698728
608.4,0.099430076,0.185748752,0.071187745,0.116681756,0.120068072,0.115292719
609.1,0.165967041,0.178446462,0.069274434,0.1134816,0.118205624,0.192189712
609.9,0.282968134,0.174422319,0.067425549,0.111319905,0.115853191,0.323242669
610.6,0.414987496,0.169838678,0.06641591,0.111002009,0.113838153,0.470787238
611.3,0.464800573,0.166336733,0.064906115,0.110340785,0.113296457,0.527726279
612.1,0.405711706,0.160676483,0.0631242,0.109325212,0.112296144,0.465218543
612.8,0.290984207,0.15575121,0.06141519,0.107707756,0.111094072,0.337816731
613.6,0.206061816,0.150540254,0.059441689,0.106751524,0.109495265,0.241394971
614.3,0.15903012,0.146544086,0.058304044,0.105563016,0.109170587,0.186142901
615,0.122000712,0.141655265,0.057406305,0.104411807,0.109069708,0.143224358
615.8,0.090950298,0.13860007,0.056325458,0.104509295,0.108082958,0.107353789
616.5,0.068996804,0.13423938,0.055649822,0.103908259,0.106936836,0.080870061
617.2,0.057050685,0.130789146,0.054250231,0.104519468,0.10607894,0.065884006
618,0.051664251,0.127168519,0.053509321,0.103175826,0.106407857,0.058183286
618.7,0.048990531,0.12452447,0.052890483,0.102503582,0.106064529,0.055067903
619.4,0.048271661,0.122222053,0.052487814,0.101626188,0.106062833,0.054705925
620.2,0.04871163,0.119891661,0.052052084,0.101779626,0.106046727,0.055171325
620.9,0.049092258,0.117552792,0.050960216,0.102773158,0.106884277,0.055992769
621.7,0.049835711,0.115749684,0.050571959,0.103197019,0.107897307,0.056274213
622.4,0.050291786,0.114455211,0.049700499,0.104029484,0.108334732,0.057040555
623.1,0.049727203,0.112826734,0.049530955,0.104580504,0.108444088,0.05704988
623.9,0.049658537,0.11074303,0.049135068,0.105513,0.108851843,0.057490696
